"x" "y" "x_err" "y_err" "corxy"
0.111 -0.3058 0.040607 0.152796 -0.55857
0.235 -0.3515 0.05818 0.105093 -0.11328
0.052 -0.07427 0.060033 0.114469 -0.24021
0.286 -0.50451 0.066189 0.110495 -0.52297
1.09 -0.56523 0.04701 0.155952 0.361267
0.054 -0.3334 0.061773 0.119657 0.69376
-0.145 -0.30178 0.051078 0.108171 -0.34529
0.512 -0.37782 0.089944 0.128654 -0.7167
0.211 -0.28169 0.074303 0.118903 0.300641
0.497 -0.46705 0.045607 0.128144 0.71348
0.501 -0.52928 0.04801 0.118323 0.392684
0.257 0.03637 0.056302 0.108415 -0.13206
0.279 -0.48428 0.045803 0.109391 0.380416
0.009 -0.30969 0.079202 0.14263 -0.75343
0.174 -0.49514 0.055226 0.194938 0.359562
0.057 -0.31579 0.083258 0.108012 0.3706
0.216 -0.21014 0.064412 0.121355 0.050627
0.399 -0.46888 0.075591 0.129313 -0.11114
0.287 -0.4549 0.082292 0.138366 0.832255
0.443 -0.34079 0.046043 0.121985 0.994904
-0.06 -0.21998 0.049769 0.139799 0.075565
0.027 -0.08384 0.045486 0.124071 0.234277
0.066 -0.25304 0.056938 0.126234 -0.41762
0.112 -0.11628 0.042011 0.127003 -0.08627
0.023 -0.18907 0.064412 0.11459 0.560475
0.25 -0.30882 0.060901 0.103917 -0.08507
0.162 -0.38991 0.069354 0.119816 -0.90693
0.143 -0.381 0.076485 0.131548 -0.69808
0.252 -0.32928 0.046518 0.107148 -0.73285
0.139 -0.128 0.067535 0.182921 0.253966
0.07 -0.42929 0.063134 0.1052 -0.07005
0.075 -0.20609 0.054378 0.111147 0.09166
0.053 -0.01484 0.053 0.108383 -0.36143
0.234 -0.31862 0.068 0.123519 0.723218
0.444 -0.42449 0.067601 0.121923 -0.38962
0.249 -0.36799 0.058309 0.11122 0.250839
0.126 -0.13141 0.049091 0.115384 0.355992
0.575 -0.75672 0.056302 0.123062 0.043758
0.345 -0.41841 0.055569 0.124229 0.155164
0.178 -0.31771 0.053 0.107715 -0.97535
0.017 -0.16681 0.061294 0.114416 -0.39153
0.173 -0.4764 0.07379 0.12723 0.91392
0.079 -0.30333 0.059169 0.108682 -0.14116
0.035 -0.13073 0.068883 0.106648 -0.2598
0.313 -0.40862 0.081939 0.126127 0.678631
0.115 -0.15172 0.050774 0.12231 0.073989
0.242 -0.54401 0.048826 0.152457 0.794751
0.276 -0.33363 0.078714 0.136352 -0.12122
0.305 -0.35671 0.06407 0.14281 -0.0486
0.224 -0.36871 0.053851 0.116876 -0.9895
-0.022 -0.17086 0.067082 0.115749 -0.51856
0.303 -0.50408 0.062265 0.117439 -0.84438
0.411 -0.42719 0.074706 0.125149 -0.18991
0.237 -0.55653 0.064007 0.115603 0.479851
0.13 -0.24664 0.046615 0.124857 -0.8829
0.219 -0.23699 0.078714 0.115937 0.452159
0.36 -0.26062 0.0614 0.116365 -0.1883
0.309 -0.48748 0.065863 0.112622 0.535659
0.345 -0.50147 0.058309 0.111092 0.688494
0.105 -0.12729 0.044407 0.106099 -0.61107
0.105 -0.30581 0.08633 0.111092 -0.3015
0.162 -0.20708 0.048826 0.125144 -0.81671
0.102 -0.27397 0.070235 0.124939 0.394103
0.063 -0.26336 0.074242 0.110282 0.587743
0.615 -0.3911 0.05883 0.134357 0.945173
0.304 -0.5012 0.053254 0.138941 0.548661
0.438 -0.457 0.039051 0.112197 0.859536
0.162 -0.25681 0.051312 0.149536 -0.97902
0.437 -0.67266 0.059363 0.126712 0.360689
0.274 -0.28715 0.055226 0.114396 -0.19049
0.254 -0.23306 0.0436 0.122639 -0.7584
0.295 -0.56884 0.079158 0.125553 0.380514
0.128 -0.41743 0.086313 0.127506 -0.08004
0.39 -0.4586 0.042011 0.128495 0.894971
0.165 -0.1351 0.0436 0.121995 -0.74122
0.247 -0.38871 0.06673 0.13256 0.994359
0.081 -0.31257 0.051264 0.111601 -0.8686
0.462 -0.39033 0.052697 0.108092 0.26777
-0.005 -0.54724 0.055973 0.116845 -0.72056
0.106 -0.16021 0.067119 0.115257 -0.49086
0.549 -0.55439 0.088684 0.152701 -0.48981
0.192 -0.34917 0.054918 0.116409 -0.96563
0.021 -0.12711 0.05608 0.100142 0.238979
0.201 -0.43392 0.061911 0.130751 0.216611
0.32 -0.34053 0.069971 0.122241 0.338228
0.349 -0.55392 0.050477 0.122827 -0.60702
0.198 -0.41489 0.076941 0.151469 -0.16316
0.159 -0.19262 0.054918 0.161202 -0.4645
-0.018 -0.16155 0.083671 0.13835 -0.99705
-0.087 -0.156 0.056938 0.136937 -0.6327
0.186 -0.35317 0.036878 0.110149 0.794204
0.072 -0.33962 0.039051 0.128603 -0.81967
0.27 -0.75196 0.065368 0.126816 0.757647
0.095 -0.4545 0.08497 0.129675 0.065028
0.34 -0.42374 0.074793 0.118336 -0.06506
-0.02 -0.19197 0.05608 0.109312 0.24512
0.508 -0.58762 0.078771 0.12383 -0.19687
0.166 -0.2881 0.053254 0.112113 -0.32202
0.251 -0.43868 0.06466 0.115878 0.372533
0.094 -0.12843 0.059363 0.112985 -0.29451
0.231 -0.19483 0.059363 0.125709 -0.82958
0.062 -0.28076 0.039357 0.113944 0.567898
0.332 -0.45727 0.0464 0.11718 -0.47068
0.336 -0.40926 0.0486 0.127272 -0.22559
0.117 -0.26666 0.082298 0.129882 -0.39331
0.112 -0.23106 0.054918 0.117458 0.35396
0.26 -0.46732 0.04701 0.124372 0.579562
0.052 -0.18964 0.071589 0.149365 0.726044
0.063 -0.12397 0.044407 0.1257 0.17978
0.254 -0.52011 0.042047 0.118942 -0.77469
0.52 -0.58479 0.087709 0.131417 0.014035
0.154 -0.19271 0.045 0.136752 0.237846
0.172 -0.496 0.041593 0.110878 0.103023
0.223 -0.38237 0.044204 0.131799 -0.8848
0.242 -0.47707 0.039824 0.115911 0.804294
0.259 -0.32918 0.050219 0.139104 0.473698
0.257 -0.23478 0.039698 0.145245 0.831324
0.354 -0.62417 0.060207 0.13963 0.869046
0.216 -0.3113 0.047423 0.111924 -0.28158
0.115 -0.30206 0.082298 0.118838 -0.61283
0.209 -0.38613 0.064498 0.13265 0.560969
0.079 -0.11113 0.048414 0.106534 0.815135
0.611 -0.55419 0.076157 0.127807 0.046117
0.339 -0.43132 0.082365 0.122203 0.910072
-0.023 -0.21925 0.05608 0.103365 0.443253
0.287 -0.36485 0.079259 0.135442 0.671277
0.345 -0.40079 0.085475 0.118102 0.093249
0.198 -0.48252 0.085475 0.128525 -0.87951
0.226 -0.3959 0.087709 0.125771 -0.65315
0.319 -0.42174 0.056859 0.120269 0.71448
0.084 -0.35941 0.070235 0.128445 0.832105
0.287 -0.3356 0.0464 0.117057 -0.50607
0.127 -0.12027 0.050219 0.134404 -0.9382
0.161 -0.31046 0.043416 0.169203 -0.96495
0.058 -0.23626 0.05883 0.109857 0.762359
0.074 -0.0511 0.052697 0.113245 0.334367
0.018 -0.62415 0.057982 0.133333 -0.74326
0.354 -0.42993 0.040459 0.106745 0.062347
0.208 -0.48126 0.050219 0.112958 -0.59141
0.208 -1.18379 0.050219 0.112979 -0.02238
0.05 -0.18909 0.040249 0.138312 -0.2689
0.456 -0.46903 0.04701 0.173956 0.240945
0.15 -0.31596 0.04801 0.117393 0.626174
0.038 -0.12725 0.05883 0.097933 0.022595
0.091 -0.22685 0.045803 0.110838 0.081815
0.152 -0.1999 0.070327 0.116895 -0.26701
0.018 -0.10096 0.049648 0.122851 -0.86329
0.177 -0.38572 0.052697 0.114468 -0.75879
0.329 -0.51743 0.065 0.126432 0.677743
0.055 -0.15059 0.05243 0.113634 -0.07181
0.095 -0.14694 0.06414 0.134788 0.387604
0.11 -0.66749 0.05243 0.115492 -0.04071
-0.011 -0.33991 0.067601 0.123303 0.155893
0.12 -0.41589 0.024698 0.114638 -0.59767
-0.042 -0.14784 0.042201 0.126174 -0.69655
0.269 -0.50538 0.064899 0.118001 -0.83536
0.283 -0.48615 0.079649 0.131898 -0.76648
0.241 -0.54431 0.076537 0.12505 -0.90066
0.234 -0.40199 0.071196 0.132362 -0.74712
0.126 -0.36834 0.03891 0.117954 0.812937
0.238 -0.55502 0.054083 0.125157 -0.11662
0.368 -0.4057 0.044045 0.1397 0.515412
0.368 -1.55024 0.044045 0.139773 0.069235
0.245 -0.30568 0.05547 0.106341 0.535878
0.225 -0.26553 0.063812 0.124226 -0.55737
0.196 -0.62169 0.073824 0.122917 0.463392
0.485 -0.63835 0.056302 0.11923 -0.94248
0.4 -0.47432 0.05243 0.112339 -0.82447
0.093 -0.47205 0.08095 0.11489 -0.08078
0.132 -0.24353 0.065863 0.121898 0.404041
0.155 -0.19162 0.069462 0.145761 -0.81395
-0.042 -0.27724 0.068883 0.129586 -0.15635
-0.014 -0.12779 0.053535 0.10251 0.178974
0.107 -0.4167 0.059236 0.14548 -0.88567
0.082 -0.26268 0.068883 0.120329 -0.18867
0.351 -0.43806 0.056462 0.109913 -0.17007
0.301 -0.47336 0.042638 0.098964 0.062415
0.125 -0.32953 0.054918 0.140878 -0.06788
0.078 -0.25613 0.055226 0.119908 -0.88324
0.22 -0.41578 0.063285 0.121584 -0.76809
0.239 -0.25 0.051613 0.109635 -0.24351
0.371 -0.50137 0.051613 0.098649 -0.66669
0.387 -0.66009 0.085883 0.116019 0.828557
0.671 -0.64494 0.047634 0.117125 -0.43248
-0.051 -0.1776 0.046615 0.123398 0.321188
0.004 -0.23787 0.05243 0.141441 -0.10815
0.403 -0.44325 0.068264 0.127529 0.57508
0.009 -0.07241 0.043416 0.139311 0.961791
0.174 -0.3341 0.084534 0.117379 0.788913
0.28 -0.44562 0.035383 0.109653 0.762202
0.254 -0.26352 0.051039 0.121633 0.474787
0.303 -0.52699 0.041868 0.137753 -0.76302
0.294 -0.56302 0.066887 0.115081 -0.02107
0.308 -0.46571 0.045 0.11091 0.762272
0.189 -0.28188 0.03891 0.11629 -0.53218
0.241 -0.68775 0.051613 0.109369 0.410756
0.188 -0.35918 0.061911 0.120299 0.247443
0.377 -0.36555 0.078771 0.127437 -0.20635
0.276 -0.28048 0.047201 0.13057 0.502855
0.406 -0.30526 0.056035 0.106892 -0.48631
0.216 -0.30542 0.081884 0.121793 0.465448
0.01 -0.30355 0.03847 0.108578 -0.64061
0.069 -0.20471 0.053535 0.137618 -0.58802
0.801 -0.74826 0.093493 0.126892 -0.02782
0.172 -0.30134 0.05547 0.119834 0.489466
0.125 -0.1685 0.078644 0.13519 -0.25641
0.24 -0.56261 0.0464 0.109865 -0.50924
0.291 -0.27487 0.044204 0.110407 -0.19681
0.659 -0.62121 0.085088 0.115795 -0.93423
0.478 -0.53518 0.0464 0.125786 0.381537
0.284 -0.345 0.04701 0.108236 0.658017
0.07 -0.18325 0.045 0.118899 0.136826
0.057 -0.17406 0.069835 0.122445 0.805368
-0.05 -0.15556 0.050477 0.100297 0.84184
0.039 -0.06738 0.042011 0.105035 -0.75038
0.046 -0.16192 0.054378 0.113754 0.311048
0.063 -0.38035 0.060033 0.15881 0.527173
0.302 -0.35108 0.053851 0.127006 -0.0958
-0.075 -0.24299 0.068963 0.128387 -0.84958
0.134 -0.14328 0.039051 0.119742 0.025646
0.154 -0.19379 0.040249 0.136043 0.866111
0.294 -0.40679 0.049406 0.101859 0.786915
0.113 -0.3332 0.023853 0.109025 0.027601
0.651 -0.41897 0.085088 0.127744 0.403359
0.014 -0.2699 0.040607 0.12702 -0.28901
0.321 -0.4764 0.07083 0.115575 0.512701
0.188 -0.3153 0.054918 0.12299 -0.64651
0.176 -0.15134 0.059076 0.103268 -0.74453
0.384 -0.33303 0.049406 0.099648 -0.60795
0.222 -0.50001 0.080131 0.132562 0.915168
0.04 -0.33932 0.058668 0.135921 0.35595
0.088 -0.09259 0.042801 0.114458 0.814264
0.169 -0.27496 0.065513 0.121042 -0.3229
0.195 -0.34918 0.056302 0.195749 0.468669
0.419 -0.49803 0.06414 0.12148 -0.94863
-0.072 -0.01117 0.066241 0.092081 -0.34542
0.09 -0.24886 0.062769 0.11466 -0.32704
0.231 -0.42204 0.07071 0.115841 0.60647
-0.042 -0.19176 0.041231 0.107805 -0.16004
0.162 -0.24407 0.073824 0.131319 0.220727
0.018 -0.17904 0.074706 0.117991 0.0439
0.297 -0.41215 0.065 0.120595 0.805872
0.164 -0.17277 0.07071 0.130435 0.314103
0.111 -0.08687 0.044204 0.125938 -0.53782
-0.049 -0.14358 0.07071 0.105712 -0.26292
0.142 -0.40595 0.077826 0.119696 -0.74173
0.152 -0.12333 0.081841 0.111202 0.069394
0.098 -0.30057 0.0614 0.124385 -0.6992
0.096 -0.25858 0.055758 0.109122 -0.0123
0.107 -0.26238 0.054644 0.102162 0.855791
0.306 -0.43952 0.063812 0.125669 -0.89549
0.537 -0.62653 0.081987 0.121824 0.239287
0.241 -0.24491 0.060207 0.099982 0.531825
0.392 -0.35326 0.070327 0.114707 0.780568
0.2 -0.26639 0.039824 0.126493 0.425781
0.505 -0.30629 0.053823 0.111367 0.969433
0.05 -0.35 0.059539 0.136232 0.42285
0.434 -0.63884 0.047801 0.132454 -0.4769
0.169 -0.31172 0.05714 0.113483 0.735611
0.035 -0.25501 0.041617 0.144618 0.149003
0.05 0.836652 0.045453 0.131061 0.950573
-0.046 -0.10719 0.079624 0.102587 0.803376
0.204 -0.33208 0.056302 0.124111 -0.1349
0.31 -0.45987 0.05883 0.125246 -0.96087
0.093 -0.33256 0.051312 0.113598 -0.9959
0.075 -0.0882 0.049396 0.101731 0.028007
0.004 -0.10908 0.046043 0.131191 0.956394
0.027 -0.17768 0.0436 0.141254 0.583969
0.117 -0.45313 0.056435 0.126019 -0.14213
0.24 -0.34768 0.049648 0.1099 -0.06009
0.267 -0.28035 0.06466 0.121036 0.366799
-0.059 -0.29355 0.023853 0.124494 0.314859
0.073 -0.25055 0.040804 0.11402 0.419631
0.075 -0.24815 0.060216 0.096402 -0.88408
0.277 -0.3391 0.075179 0.115526 -0.99456
0.299 -0.56437 0.063285 0.109041 -0.26057
-0.064 -0.06797 0.061773 0.107029 -0.85951
0.262 -0.52144 0.045803 0.105492 0.764615
0.244 -0.33855 0.079755 0.122597 0.187008
0.297 -0.34067 0.070327 0.121554 -0.26547
0.056 -0.23358 0.062265 0.101638 0.020764
0.339 -0.5083 0.060207 0.122383 0.736235
0.171 -0.4582 0.048826 0.120081 -0.71073
0.068 -0.23497 0.086815 0.115548 -0.56541
0.059 -0.35859 0.047539 0.12463 0.15181
0.318 -0.3944 0.04701 0.103838 -0.60586
0.094 -0.5286 0.062265 0.125548 -0.068
0.301 -0.38477 0.06435 0.121162 0.625626
0.199 -0.35709 0.065513 0.114742 0.751603
0.423 -0.70448 0.057428 0.119734 0.352034
0.347 -0.41927 0.087817 0.134451 0.208081
0.317 -0.53595 0.066887 0.116358 -0.25839
0.189 -0.19371 0.069354 0.116556 -0.0607
0.482 -0.3577 0.049648 0.120417 0.60862
0.482 -0.72643 0.038288 0.134503 -0.70374
0.062 -0.29829 0.05883 0.131402 0.365508
0.237 -0.37696 0.048259 0.104382 -0.99979
0.239 -0.5055 0.082298 0.125954 0.811602
0.188 -0.32284 0.07247 0.121135 -0.87313
0.306 -0.27651 0.055758 0.112682 -0.11713
0.339 -0.3145 0.051613 0.109696 0.570833
0.128 -0.32789 0.051039 0.116229 0.177323
0.498 -0.59957 0.086833 0.137412 0.800187
0.205 -0.43051 0.087235 0.127281 0.76967
0.53 -0.3409 0.05547 0.110438 0.10617
0.047 -0.22362 0.073355 0.134123 -0.77643
0.476 -0.4942 0.067416 0.12839 0.393494
0.387 -0.40996 0.081006 0.139594 -0.23858
0.155 -0.39335 0.038013 0.117035 0.355194
0.225 -0.31298 0.055758 0.128795 0.052419
0.254 -0.30415 0.050477 0.116527 -0.85156
0.525 -0.60464 0.084599 0.131547 -0.13741
0.078 -0.31114 0.07782 0.117955 0.465492
0.074 -0.26941 0.051312 0.111245 -0.18256
0.157 -0.23578 0.046043 0.108758 -0.49154
0.233 -0.53998 0.071119 0.120853 -0.06542
-0.097 -0.16072 0.053338 0.1175 0.436793
0.378 -0.70846 0.061911 0.102071 -0.11006
0.228 -0.76438 0.076026 0.127838 0.546583
0.078 -0.20583 0.074686 0.105446 0.468977
0.283 -0.07808 0.060207 0.101675 -0.25266
0.109 -0.20423 0.050477 0.121255 -0.13775
0.336 -0.39219 0.0436 0.109361 0.204691
0.018 -0.17472 0.046872 0.12476 0.048945
0.155 -0.13766 0.048259 0.087761 0.659173
0.145 -0.33935 0.073348 0.11972 0.046104
0.321 -0.4735 0.08095 0.128078 -0.09359
0.473 -0.36925 0.083354 0.124866 0.361152
0.342 -0.58799 0.080498 0.125266 -0.52799
0.155 -0.21855 0.068963 0.124692 0.951086
0.309 -0.20907 0.08095 0.120577 0.783956
-0.182 -0.49002 0.061684 0.124389 0.23926
0.1 -0.22818 0.053535 0.114392 0.012341
0.364 -0.21935 0.067601 0.113148 -0.06542
0.194 -0.35419 0.075591 0.123496 -0.44164
-0.04 -0.52187 0.041231 0.121528 0.297665
0.104 -0.17861 0.059203 0.110194 0.918932
0.48 -0.5866 0.083648 0.118832 -0.79483
0.285 -0.44185 0.059169 0.100997 0.746657
0.183 -0.34523 0.055226 0.126373 -0.74696
0.08 -0.01582 0.053 0.103303 -0.57385
0.056 -0.27198 0.069354 0.138803 0.52039
0.45 -0.37409 0.061057 0.11808 0.24186
0.212 -0.13272 0.042011 0.119756 0.97735
-0.025 -0.20198 0.046872 0.115903 0.110054
0.191 -0.52541 0.076478 0.146639 -0.43916
0.303 -0.34036 0.046043 0.116921 -0.13451
0.036 -0.20181 0.056603 0.115867 -0.85356
0.138 -0.03929 0.061773 0.125997 0.318232
0.081 -0.06765 0.038288 0.137765 -0.90174
0.083 -0.0913 0.071589 0.101733 -0.84324
0.303 -0.34538 0.059682 0.115638 0.566261
0.297 -0.54494 0.075591 0.130433 -0.9417
0.292 -0.43593 0.057454 0.104273 -0.22267
0.183 -0.41622 0.081394 0.132109 0.062747
0.358 -0.35828 0.079158 0.105016 -0.46886
0.184 -0.36525 0.080056 0.120697 -0.64625
0.467 -0.41692 0.07839 0.129896 -0.83132
0.398 -0.52105 0.057306 0.118199 0.343906
0.089 -0.3752 0.057801 0.142247 -0.651
0.119 -0.23635 0.055072 0.131797 0.460348
0.124 -0.25481 0.085428 0.151396 0.571414
0.198 -0.17682 0.050477 0.14132 -0.89293
0.246 -0.34552 0.056938 0.127484 -0.29422
0.315 -0.33771 0.0614 0.113652 0.977658
0.003 -0.23811 0.028653 0.109425 -0.79019
0.626 -0.62161 0.077025 0.129375 0.660087
-0.107 -0.1888 0.075643 0.099026 -0.59286
0.266 -0.55894 0.053851 0.127265 -0.17576
0.161 -0.35166 0.065863 0.110517 0.162862
0.228 -0.19033 0.081412 0.123789 -0.27309
-0.006 -0.24172 0.051623 0.114763 0.34973
0.116 -0.32173 0.069318 0.136661 0.461163
-0.011 -0.30422 0.029068 0.106074 -0.18588
0.046 -0.2027 0.042011 0.14325 0.276797
0.049 -0.1678 0.041231 0.125751 0.723531
0.132 -0.25452 0.075591 0.132482 0.476329
0.057 0.008651 0.072449 0.112274 0.789836
0.193 -0.23824 0.079605 0.116524 -0.51584
0.418 -0.34331 0.069771 0.118093 0.444769
0.211 -0.30405 0.066241 0.122472 0.702282
0.296 -0.24735 0.055758 0.114106 -0.11501
0.161 -0.53362 0.021633 0.114791 -0.57147
0.212 -0.22781 0.076059 0.128136 -0.62529
0.227 -0.45334 0.083192 0.13255 0.904403
0.544 -0.45084 0.066287 0.133593 -0.62879
0.173 -0.46247 0.047201 0.121782 -0.00828
0.365 -0.70152 0.040718 0.124963 0.059459
0.484 -0.62981 0.051865 0.133297 0.140036
0.193 -0.29188 0.064884 0.122591 0.506202
0.286 -0.70702 0.080062 0.135136 -0.66944
-0.024 -0.18332 0.045803 0.110669 0.251133
0.225 -0.51909 0.086764 0.121333 -0.3561
0.265 -0.63619 0.075179 0.131924 -0.24114
0.161 -0.37027 0.052478 0.11106 -0.30859
0.214 -0.30968 0.069835 0.128744 -0.43775
0.306 0.00801 0.072069 0.142547 -0.21377
0.12 -0.36418 0.045221 0.129969 -0.8462
0.033 -0.06024 0.0414 0.131341 -0.37191
0.191 -0.65194 0.057982 0.128764 0.506847
0.148 -0.41971 0.034885 0.130155 0.266346
0.257 -0.47759 0.077826 0.131404 -0.63325
0.096 -0.10552 0.0436 0.117632 0.753964
0.419 -0.60022 0.069462 0.134436 -0.25616
0.213 -0.1436 0.079649 0.135028 0.027399
0.051 -0.07099 0.040607 0.118089 -0.15829
0.196 -0.39496 0.053535 0.117284 0.734826
0.282 -0.39251 0.05714 0.13244 0.940095
0.191 -0.08573 0.065863 0.126763 -0.27942
0.388 -0.46823 0.066887 0.120021 0.335007
-0.026 -0.2137 0.043829 0.129495 0.95053
0.008 -0.04838 0.05315 0.114928 0.042163
0.255 -0.42457 0.056603 0.1733 0.162064
0.359 -0.56209 0.037643 0.116805 0.157186
0.035 -0.19947 0.049648 0.120292 0.696656
0.216 -0.43906 0.076537 0.158499 0.139961
0.215 -0.24835 0.086764 0.125126 0.466538
0 -0.09641 0.0436 0.10383 0.002025
0.349 -0.45146 0.078714 0.124488 0.601002
0.01 -0.10707 0.062649 0.114443 -0.35933
0.021 -0.16756 0.039051 0.118175 -0.81316
0.039 -0.1782 0.054378 0.11566 -0.15821
0.169 -0.14693 0.078294 0.094439 -0.79256
0.345 -0.58921 0.057454 0.126545 0.185377
0.106 -0.44115 0.026076 0.108098 -0.94248
0.062 -0.35878 0.078771 0.110807 0.760694
0.165 -0.32647 0.054918 0.108139 0.436962
0.001 -0.42469 0.060901 0.199404 0.062394
0.094 -0.25973 0.050774 0.112598 0.389076
0.208 -0.25992 0.050219 0.093193 -0.51297
0.21 -0.44896 0.053535 0.131669 -0.1058
0.352 -0.54298 0.062769 0.12497 -0.6627
0.045 -0.21329 0.075133 0.109337 -0.27858
0.036 -0.19101 0.058309 0.11756 -0.36482
0.206 -0.4096 0.065551 0.114869 0.781922
0.101 -0.21524 0.052153 0.127614 0.143292
0.547 -0.61522 0.065734 0.12832 -0.76876
0.242 -0.47784 0.056603 0.148667 0.997768
0.284 -0.39351 0.063285 0.120731 -0.25819
0.149 -0.33915 0.064884 0.121287 -0.55929
0.03 -0.19586 0.046615 0.106955 -0.33754
0.319 -0.46713 0.054918 0.126703 0.249064
0.582 -0.47157 0.051613 0.117988 0.599803
0.289 -0.35155 0.068095 0.135905 0.430616
0.319 -0.58933 0.0436 0.122771 0.889432
0.276 -0.28922 0.054083 0.111386 -0.80286
0.264 -0.36885 0.056302 0.123235 0.650605
-0.032 -0.15352 0.035341 0.122884 -0.96719
0.01 -0.48978 0.032649 0.176833 -0.07242
0.067 -0.1404 0.048259 0.116404 0.75614
0.245 -0.37352 0.076941 0.122743 -0.69179
0.171 -0.36458 0.084528 0.113959 0.539849
0.149 -0.43865 0.038013 0.108927 -0.29034
0.006 -0.19489 0.085906 0.126751 -0.78703
0.019 -0.16694 0.070661 0.118945 0.243404
0.073 -0.27178 0.056938 0.117576 -0.81238
0.183 -0.29252 0.042801 0.121353 -0.75057
0.09 -0.24702 0.043011 0.135393 0.569488
0.517 -0.5009 0.050477 0.117288 0.245578
0.119 -0.24375 0.054083 0.112502 0.95191
0.08 -0.49928 0.054708 0.099959 0.025398
0.358 -0.44388 0.085088 0.131414 -0.00359
0.096 -0.35621 0.023021 0.107871 -0.13608
0.048 -0.40992 0.0414 0.169965 0.674203
0.357 -0.55241 0.040459 0.111643 -0.0895
-0.032 -0.10478 0.052478 0.111705 0.122847
0.261 -0.31219 0.042801 0.107173 -0.54297
0.08 -0.30219 0.050774 0.108795 -0.79255
0.066 -0.33539 0.057982 0.102591 0.875402
0.203 -0.55064 0.0436 0.117587 -0.32916
0.153 -0.33129 0.059682 0.117467 0.78364
0.403 -0.61074 0.059076 0.115368 -0.41829
0.108 -0.10589 0.0414 0.135091 0.847232
0.179 -0.42304 0.073355 0.107532 0.601524
0.168 -0.11403 0.041231 0.106901 0.458545
0.142 -0.15556 0.072945 0.130756 -0.73584
0.279 -0.35405 0.08363 0.115158 0.077631
0.465 -0.47979 0.069971 0.118173 -0.80216
-0.044 -0.21795 0.030886 0.135702 -0.74979
0.282 -0.36323 0.07247 0.122381 0.865179
0.088 -0.49862 0.032649 0.113717 0.141361
0.174 -0.44278 0.086764 0.12252 -0.55018
0.417 -0.56695 0.044553 0.131566 -0.5084
0.235 -0.4003 0.07247 0.115598 -0.36962
0.165 -0.26283 0.082298 0.119775 -0.15927
0.311 -0.6214 0.071693 0.111393 0.204224
0.531 -0.50258 0.0536 0.114149 0.837103
0.192 -0.49165 0.088119 0.131369 -0.67211
0.686 -0.85428 0.063812 0.103966 0.588601
-0.006 -0.26894 0.07247 0.150512 0.280766
-0.099 -0.3816 0.082346 0.151957 0.318669
0.165 -0.35218 0.06414 0.122363 -0.93588
0.1 -0.40708 0.068883 0.12019 -0.95542
-0.087 -0.18774 0.034438 0.096942 -0.96751
0.464 -0.60175 0.045607 0.116762 -0.50146
0.189 -0.15249 0.045 0.137349 -0.07839
0.03 -0.2671 0.037536 0.174884 -0.82391
0.258 -0.65682 0.074242 0.133267 -0.48654
0.036 -0.07776 0.039824 0.121953 0.159287
-0.026 -0.17717 0.0464 0.125032 0.806291
0.197 -0.38503 0.053254 0.153899 -0.85181
-0.022 -0.27812 0.0436 0.155731 -0.34927
0.112 0.009317 0.065 0.083874 0.223807
-0.015 -0.26386 0.019209 0.106573 0.965233
0.158 -0.29461 0.050477 0.110856 -0.57854
0.142 -0.14767 0.068963 0.112931 0.595117
0.168 -0.42832 0.045803 0.119092 0.47758
0.334 -0.48603 0.051613 0.11858 -0.62899
0.044 -0.24473 0.06673 0.136345 0.072058
0.052 -0.38683 0.030016 0.131965 -0.74431
0.106 -0.20097 0.059169 0.124937 0.796971
0.413 -0.30659 0.084599 0.115003 -0.40207
0.265 -0.47055 0.057384 0.112705 0.041398
0.146 -0.29038 0.049929 0.123397 0.175847
0.066 -0.20785 0.0436 0.116265 0.11138
0.292 -0.39199 0.085883 0.121901 -0.45309
0.078 -0.26793 0.06673 0.110106 0.517033
0.1 -0.05083 0.077826 0.113754 -0.74254
0.184 -0.01867 0.042011 0.097974 0.996606
0.051 -0.33333 0.08363 0.150104 0.008732
0.222 -0.26323 0.072945 0.128757 0.216998
0.139 -0.37197 0.059539 0.109351 -0.996
-0.056 -0.14433 0.0386 0.092396 -0.71442
0.259 -0.38021 0.062265 0.137033 0.364885
0.003 -0.2287 0.035468 0.132286 0.716251
0.264 -0.39543 0.068883 0.126958 -0.03772
0.019 -0.16358 0.056938 0.113568 0.890776
0.143 -0.03669 0.069835 0.113684 0.276062
0.111 -0.33047 0.059682 0.118018 -0.68779
0.321 -0.32017 0.04801 0.103934 -0.62556
0.02 -0.27203 0.057454 0.153299 -0.64668
0.112 -0.40358 0.024698 0.114263 0.697924
0.227 -0.50693 0.068095 0.125412 -0.73756
0.138 -0.26067 0.058668 0.116592 0.113882
0.081 -0.24627 0.064884 0.117186 -0.34731
0.014 -0.49215 0.043081 0.124742 0.643968
0.057 -0.16727 0.055443 0.152357 0.36736
0.052 -0.34346 0.070661 0.113512 0.41402
0.381 -0.47244 0.07256 0.104716 -0.07946
0.012 -0.16327 0.069778 0.106677 -0.10689
0.431 -0.57079 0.07083 0.104256 -0.59665
0.041 -0.11445 0.049396 0.110848 -0.85683
0.086 -0.54407 0.054083 0.10996 0.849352
0.054 -0.17713 0.027294 0.118557 -0.25635
0.107 -0.16847 0.052153 0.117424 -0.45691
0.274 -0.38341 0.047434 0.130607 -0.36745
0.111 -0.26016 0.046872 0.137729 -0.39395
